0.002000,-2.000000,-0.000000,1.039958,1.000000,0.000000,0.000008,0.000000,-0.000002,-0.000019,-0.000000,-0.000000,-0.000000,0.000000,0.000002,-0.000019,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000130,-0.000004,-0.000000,0.799436,0.000000,0.000004,-0.000000,0.000130,0.000004,0.000000,0.799436,0.000000,0.000004,0.000000
0.064000,-2.009853,-0.000854,1.020998,0.998854,-0.005142,0.023079,-0.041620,0.077674,-0.105758,0.052806,0.270565,-0.235701,-0.022795,-0.077045,-0.205794,0.007935,0.105205,0.011937,0.017037,0.027303,-0.049245,0.006067,0.009562,0.632681,0.000010,0.000085,0.000012,-0.062829,-0.002132,0.004165,0.621563,0.000011,0.000174,0.000006
0.066000,-2.010252,-0.000856,1.020286,0.998741,-0.005273,0.024025,-0.043728,0.078664,-0.109049,0.053462,0.275613,-0.239324,-0.022074,-0.075474,-0.212716,0.008341,0.110098,0.019487,0.018581,0.028163,-0.052142,0.006443,0.009784,0.626242,0.000011,0.000074,0.000012,-0.066484,-0.002289,0.004233,0.614652,0.000011,0.000175,0.000007
0.068000,-2.010618,-0.000865,1.019627,0.998615,-0.005416,0.024893,-0.046027,0.078374,-0.111663,0.053861,0.279822,-0.240916,-0.021881,-0.072146,-0.219069,0.008683,0.114530,0.026937,0.019844,0.029520,-0.054782,0.006686,0.009885,0.620149,0.000011,0.000052,0.000013,-0.069832,-0.002545,0.004271,0.608315,0.000011,0.000177,0.000007
0.068000,-2.010618,-0.000865,1.019627,0.998615,-0.005416,0.024893,-0.046027,0.078374,-0.111663,0.053861,0.279822,-0.240916,-0.021881,-0.072146,-0.219069,0.008683,0.114530,0.026937,0.019844,0.029520,-0.054782,0.006686,0.009885,0.620149,0.000011,0.000052,0.000013,-0.069832,-0.002545,0.004271,0.608315,0.000011,0.000177,0.000007
0.070000,-2.010936,-0.000882,1.019026,0.998481,-0.005562,0.025656,-0.048438,0.076694,-0.113310,0.054010,0.282789,-0.240344,-0.022080,-0.067528,-0.224714,0.008961,0.118391,0.034161,0.020815,0.031132,-0.057134,0.006843,0.009891,0.614348,0.000012,0.000023,0.000014,-0.072936,-0.002857,0.004296,0.602604,0.000011,0.000178,0.000008
0.070000,-2.010936,-0.000882,1.019026,0.998481,-0.005562,0.025656,-0.048438,0.076694,-0.113310,0.054010,0.282789,-0.240344,-0.022080,-0.067528,-0.224714,0.008961,0.118391,0.034161,0.020815,0.031132,-0.057134,0.006843,0.009891,0.614348,0.000012,0.000023,0.000014,-0.072936,-0.002857,0.004296,0.602604,0.000011,0.000178,0.000008
0.072000,-2.011208,-0.000906,1.018481,0.998341,-0.005715,0.026317,-0.050897,0.073298,-0.113995,0.053921,0.284639,-0.237876,-0.022726,-0.061913,-0.229515,0.009191,0.121400,0.041271,0.021386,0.032863,-0.059170,0.006914,0.009814,0.608819,0.000012,-0.000018,0.000014,-0.075809,-0.003216,0.004306,0.597518,0.000012,0.000178,0.000008
0.074000,-2.011429,-0.000943,1.017990,0.998199,-0.005878,0.026876,-0.053316,0.068321,-0.113727,0.053658,0.285300,-0.233572,-0.023697,-0.055635,-0.233361,0.009416,0.123415,0.048181,0.021568,0.034488,-0.060893,0.006944,0.009682,0.603468,0.000013,-0.000068,0.000015,-0.078498,-0.003578,0.004313,0.593014,0.000012,0.000174,0.000009
0.074000,-2.011429,-0.000943,1.017990,0.998199,-0.005878,0.026876,-0.053316,0.068321,-0.113727,0.053658,0.285300,-0.233572,-0.023697,-0.055635,-0.233361,0.009416,0.123415,0.048181,0.021568,0.034488,-0.060893,0.006944,0.009682,0.603468,0.000013,-0.000068,0.000015,-0.078498,-0.003578,0.004313,0.593014,0.000012,0.000174,0.000009
