0.002,0.1,0,0,-1e+09
0.064,0.1,0,0,-1e+09
0.066,0.1,0,0,-1e+09
0.068,0.1,0,0,-1e+09
0.068,0.1,0,0,-1e+09
0.07,0.1,0,0,-1e+09
0.07,0.1,0,0,-1e+09
0.072,0.1,0,0,-1e+09
0.074,0.1,0,0,-1e+09
0.074,0.1,0,0,-1e+09
0.076,0.1,0,0,-1e+09
0.076,0.1,0,0,-1e+09
0.078,0.1,0,0,-1e+09
0.08,0.1,0,0,-1e+09
0.08,0.1,0,0,-1e+09
0.082,0.1,0,0,-1e+09
0.082,0.1,0,0,-1e+09
0.084,0.1,0,0,-1e+09
0.084,0.1,0,0,-1e+09
0.086,0.1,0,0,-1e+09
0.088,0.1,0,0,-1e+09
0.09,0.1,0,0,-1e+09
0.09,0.1,0,0,-1e+09
0.092,0.1,0,0,-1e+09
0.092,0.1,0,0,-1e+09
0.094,0.1,0,0,-1e+09
0.094,0.1,0,0,-1e+09
0.096,0.1,0,0,-1e+09
0.098,0.1,0,0,-1e+09
0.098,0.1,0,0,-1e+09
0.1,0.1,0,0,-1e+09
0.1,0.1,0,0,-1e+09
0.102,0.1,0,0,-1e+09
0.102,0.1,0,0,-1e+09
0.104,0.1,0,0,-1e+09
0.104,0.1,0,0,-1e+09
0.106,0.1,0,0,-1e+09
0.106,0.1,0,0,-1e+09
0.108,0.1,0,0,-1e+09
0.11,0.1,0,0,-1e+09
0.11,0.1,0,0,-1e+09
0.112,0.1,0,0,-1e+09
0.114,0.1,0,0,-1e+09
0.114,0.1,0,0,-1e+09
0.116,0.1,0,0,-1e+09
0.116,0.1,0,0,-1e+09
0.118,0.1,0,0,-1e+09
0.12,0.1,0,0,-1e+09
0.12,0.1,0,0,-1e+09
0.122,0.1,0,0,-1e+09
0.122,0.1,0,0,-1e+09
0.124,0.1,0,0,-1e+09
0.126,0.1,0,0,-1e+09
0.126,0.1,0,0,-1e+09
0.126,0.1,0,0,-1e+09
0.128,0.1,0,0,-1e+09
0.13,0.1,0,0,-1e+09
0.13,0.1,0,0,-1e+09
0.132,0.1,0,0,-1e+09
0.132,0.1,0,0,-1e+09
0.134,0.1,0,0,-1e+09
0.134,0.1,0,0,-1e+09
0.136,0.1,0,0,-1e+09
0.138,0.1,0,0,-1e+09
0.138,0.1,0,0,-1e+09
0.14,0.1,0,0,-1e+09
0.14,0.1,0,0,-1e+09
0.142,0.1,0,0,-1e+09
0.142,0.1,0,0,-1e+09
0.144,0.1,0,0,-1e+09
0.144,0.1,0,0,-1e+09
0.146,0.1,0,0,-1e+09
0.148,0.1,0,0,-1e+09
0.148,0.1,0,0,-1e+09
0.15,0.1,0,0,-1e+09
0.15,0.1,0,0,-1e+09
0.152,0.1,0,0,-1e+09
0.152,0.1,0,0,-1e+09
0.154,0.1,0,0,-1e+09
0.154,0.1,0,0,-1e+09
0.156,0.1,0,0,-1e+09
0.158,0.1,0,0,-1e+09
0.158,0.1,0,0,-1e+09
0.16,0.1,0,0,-1e+09
0.162,0.1,0,0,-1e+09
0.162,0.1,0,0,-1e+09
0.164,0.1,0,0,-1e+09
0.164,0.1,0,0,-1e+09
0.166,0.1,0,0,-1e+09
0.166,0.1,0,0,-1e+09
0.168,0.1,0,0,-1e+09
0.17,0.1,0,0,-1e+09
0.17,0.1,0,0,-1e+09
0.172,0.1,0,0,-1e+09
0.172,0.1,0,0,-1e+09
0.174,0.1,0,0,-1e+09
0.174,0.1,0,0,-1e+09
0.176,0.1,0,0,-1e+09
0.176,0.1,0,0,-1e+09
0.178,0.1,0,0,-1e+09
0.18,0.1,0,0,-1e+09
0.18,0.1,0,0,-1e+09
0.182,0.1,0,0,-1e+09
0.184,0.1,0,0,-1e+09
0.184,0.1,0,0,-1e+09
0.186,0.1,0,0,-1e+09
0.186,0.1,0,0,-1e+09
0.188,0.1,0,0,-1e+09
0.188,0.1,0,0,-1e+09
0.19,0.1,0,0,-1e+09
0.19,0.1,0,0,-1e+09
0.192,0.1,0,0,-1e+09
0.194,0.1,0,0,-1e+09
0.194,0.1,0,0,-1e+09
0.196,0.1,0,0,-1e+09
0.198,0.1,0,0,-1e+09
0.198,0.1,0,0,-1e+09
0.2,0.1,0,0,-1e+09
0.2,0.1,0,0,-1e+09
0.202,0.1,0,0,-1e+09
0.202,0.1,0,0,-1e+09
0.204,0.190047,-0.995705,-0.287697,0.0100469
0.204,0.190047,-0.995705,-0.287697,0.0100469
0.206,0.19012,-0.998886,-0.288404,0.0101195
0.208,0.190197,-1.00204,-0.289153,0.0101966
0.208,0.190197,-1.00204,-0.289153,0.0101966
0.21,0.190278,-1.00514,-0.289943,0.0102777
0.212,0.190361,-1.00817,-0.290757,0.0103613
0.212,0.190361,-1.00817,-0.290757,0.0103613
0.214,0.190446,-1.01113,-0.291581,0.0104459
0.214,0.190446,-1.01113,-0.291581,0.0104459
0.216,0.19053,-1.014,-0.292399,0.0105301
0.216,0.19053,-1.014,-0.292399,0.0105301
0.218,0.190609,-1.01675,-0.29317,0.0106092
0.22,0.190684,-1.01936,-0.293893,0.0106836
0.22,0.190684,-1.01936,-0.293893,0.0106836
0.222,0.190753,-1.02186,-0.294572,0.0107533
0.222,0.190753,-1.02186,-0.294572,0.0107533
