time,foot_right_x,foot_right_y,foot_right_z,foot_left_x,foot_left_y,foot_left_z,CoM_x,CoM_y,CoM_z,torso_speed_norm,speed_goal,angle_deg,angle_deg_goal,dist_cdm_line
0.002000,-1.970411,-0.163000,0.040827,-1.970411,0.163000,0.040827,-1.984998,0.001544,1.256048,0.000000,1.000000,0.000000,0.000000,0.014587
0.064000,-1.921931,-0.187910,0.031981,-2.038376,0.195915,0.031774,-1.978074,0.001652,1.239928,0.013955,1.000000,-4.130768,0.000000,0.001308
0.066000,-1.921495,-0.188685,0.031429,-2.039407,0.196576,0.031411,-1.977673,0.001601,1.239275,0.005920,1.000000,-4.317992,0.000000,0.001971
0.068000,-1.921044,-0.189288,0.030916,-2.040263,0.196951,0.031012,-1.977303,0.001538,1.238661,0.005867,1.000000,-4.509076,0.000000,0.002525
0.068000,-1.921044,-0.189288,0.030916,-2.040263,0.196951,0.031012,-1.977303,0.001538,1.238661,0.005867,1.000000,-4.509076,0.000000,0.002525
0.070000,-1.920589,-0.189733,0.030442,-2.040973,0.197068,0.030556,-1.976964,0.001463,1.238094,0.004508,1.000000,-4.707586,0.000000,0.002990
0.070000,-1.920589,-0.189733,0.030442,-2.040973,0.197068,0.030556,-1.976964,0.001463,1.238094,0.004508,1.000000,-4.707586,0.000000,0.002990
0.072000,-1.920143,-0.190037,0.030002,-2.041562,0.196945,0.030026,-1.976651,0.001374,1.237579,0.004570,1.000000,-4.916521,0.000000,0.003386
0.074000,-1.919702,-0.190212,0.029587,-2.042068,0.196586,0.029434,-1.976364,0.001275,1.237116,0.007919,1.000000,-5.139340,0.000000,0.003733
0.074000,-1.919702,-0.190212,0.029587,-2.042068,0.196586,0.029434,-1.976364,0.001275,1.237116,0.007919,1.000000,-5.139340,0.000000,0.003733
0.076000,-1.919285,-0.190263,0.029193,-2.042506,0.196033,0.028777,-1.976097,0.001168,1.236703,0.013385,1.000000,-5.372200,0.000000,0.004050
0.076000,-1.919285,-0.190263,0.029193,-2.042506,0.196033,0.028777,-1.976097,0.001168,1.236703,0.013385,1.000000,-5.372200,0.000000,0.004050
0.078000,-1.918899,-0.190204,0.028812,-2.042890,0.195325,0.028064,-1.975842,0.001055,1.236339,0.020262,1.000000,-5.611583,0.000000,0.004349
0.080000,-1.918546,-0.190046,0.028468,-2.043217,0.194755,0.027519,-1.975594,0.000907,1.236083,0.040393,1.000000,-5.808692,0.000000,0.004584
0.080000,-1.918546,-0.190046,0.028468,-2.043217,0.194755,0.027519,-1.975594,0.000907,1.236083,0.040393,1.000000,-5.808692,0.000000,0.004584
0.082000,-1.918218,-0.189893,0.028184,-2.043521,0.194259,0.027109,-1.975350,0.000731,1.235915,0.058838,1.000000,-5.972781,0.000000,0.004797
0.082000,-1.918218,-0.189893,0.028184,-2.043521,0.194259,0.027109,-1.975350,0.000731,1.235915,0.058838,1.000000,-5.972781,0.000000,0.004797
0.084000,-1.917912,-0.189734,0.027936,-2.043796,0.193871,0.026758,-1.975111,0.000539,1.235797,0.072601,1.000000,-6.108806,0.000000,0.004979
0.084000,-1.917912,-0.189734,0.027936,-2.043796,0.193871,0.026758,-1.975111,0.000539,1.235797,0.072601,1.000000,-6.108806,0.000000,0.004979
0.086000,-1.917657,-0.189595,0.027741,-2.044033,0.193559,0.026458,-1.974861,0.000332,1.235716,0.086350,1.000000,-6.236286,0.000000,0.005166
0.088000,-1.917443,-0.189472,0.027592,-2.044253,0.193259,0.026219,-1.974602,0.000109,1.235673,0.099790,1.000000,-6.361783,0.000000,0.005367
0.090000,-1.917265,-0.189364,0.027483,-2.044460,0.192957,0.026037,-1.974336,-0.000131,1.235664,0.112854,1.000000,-6.487178,0.000000,0.005584
0.090000,-1.917265,-0.189364,0.027483,-2.044460,0.192957,0.026037,-1.974336,-0.000131,1.235664,0.112854,1.000000,-6.487178,0.000000,0.005584
0.092000,-1.917116,-0.189267,0.027409,-2.044658,0.192654,0.025907,-1.974060,-0.000388,1.235683,0.125544,1.000000,-6.613095,0.000000,0.005816
0.092000,-1.917116,-0.189267,0.027409,-2.044658,0.192654,0.025907,-1.974060,-0.000388,1.235683,0.125544,1.000000,-6.613095,0.000000,0.005816
0.094000,-1.916992,-0.189184,0.027364,-2.044851,0.192351,0.025822,-1.973775,-0.000660,1.235724,0.137527,1.000000,-6.739826,0.000000,0.006063
0.094000,-1.916992,-0.189184,0.027364,-2.044851,0.192351,0.025822,-1.973775,-0.000660,1.235724,0.137527,1.000000,-6.739826,0.000000,0.006063
0.096000,-1.916891,-0.189112,0.027341,-2.045040,0.192048,0.025777,-1.973482,-0.000946,1.235778,0.148564,1.000000,-6.867368,0.000000,0.006325
0.098000,-1.916898,-0.189142,0.027390,-2.045218,0.191747,0.025738,-1.973221,-0.001215,1.235936,0.142518,1.000000,-7.009948,0.000000,0.006623
0.098000,-1.916898,-0.189142,0.027390,-2.045218,0.191747,0.025738,-1.973221,-0.001215,1.235936,0.142518,1.000000,-7.009948,0.000000,0.006623
0.100000,-1.917009,-0.189267,0.027521,-2.045386,0.191474,0.025742,-1.972994,-0.001470,1.236208,0.138935,1.000000,-7.163915,0.000000,0.006951
0.100000,-1.917009,-0.189267,0.027521,-2.045386,0.191474,0.025742,-1.972994,-0.001470,1.236208,0.138935,1.000000,-7.163915,0.000000,0.006951
0.102000,-1.917217,-0.189484,0.027732,-2.045547,0.191219,0.025789,-1.972803,-0.001705,1.236587,0.134702,1.000000,-7.325360,0.000000,0.007308
0.102000,-1.917217,-0.189484,0.027732,-2.045547,0.191219,0.025789,-1.972803,-0.001705,1.236587,0.134702,1.000000,-7.325360,0.000000,0.007308
0.104000,-1.917430,-0.189886,0.027999,-2.045702,0.190973,0.025879,-1.972649,-0.001919,1.237055,0.132540,1.000000,-7.505906,0.000000,0.007665
0.104000,-1.917430,-0.189886,0.027999,-2.045702,0.190973,0.025879,-1.972649,-0.001919,1.237055,0.132540,1.000000,-7.505906,0.000000,0.007665
0.106000,-1.917902,-0.190462,0.028242,-2.045824,0.190797,0.026055,-1.972477,-0.002148,1.237483,0.127727,1.000000,-7.660040,0.000000,0.008162
0.106000,-1.917902,-0.190462,0.028242,-2.045824,0.190797,0.026055,-1.972477,-0.002148,1.237483,0.127727,1.000000,-7.660040,0.000000,0.008162
0.108000,-1.918639,-0.191199,0.028452,-2.045917,0.190696,0.026301,-1.972285,-0.002394,1.237871,0.123590,1.000000,-7.789393,0.000000,0.008803
0.110000,-1.919209,-0.191827,0.028678,-2.045995,0.190602,0.026552,-1.972090,-0.002648,1.238241,0.130955,1.000000,-7.911987,0.000000,0.009337
0.110000,-1.919209,-0.191827,0.028678,-2.045995,0.190602,0.026552,-1.972090,-0.002648,1.238241,0.130955,1.000000,-7.911987,0.000000,0.009337
0.112000,-1.919602,-0.192401,0.028916,-2.046061,0.190515,0.026803,-1.971895,-0.002912,1.238591,0.138112,1.000000,-8.028514,0.000000,0.009768
0.114000,-1.919861,-0.192928,0.029158,-2.046118,0.190434,0.027051,-1.971703,-0.003184,1.238922,0.145015,1.000000,-8.140586,0.000000,0.010114
0.114000,-1.919861,-0.192928,0.029158,-2.046118,0.190434,0.027051,-1.971703,-0.003184,1.238922,0.145015,1.000000,-8.140586,0.000000,0.010114
0.116000,-1.920041,-0.193406,0.029397,-2.046167,0.190357,0.027294,-1.971515,-0.003467,1.239233,0.151845,1.000000,-8.249795,0.000000,0.010404
0.116000,-1.920041,-0.193406,0.029397,-2.046167,0.190357,0.027294,-1.971515,-0.003467,1.239233,0.151845,1.000000,-8.249795,0.000000,0.010404
0.118000,-1.920187,-0.193835,0.029627,-2.046211,0.190285,0.027532,-1.971331,-0.003760,1.239526,0.158590,1.000000,-8.357618,0.000000,0.010658
0.120000,-1.920337,-0.194212,0.029844,-2.046252,0.190216,0.027763,-1.971154,-0.004063,1.239801,0.165222,1.000000,-8.465202,0.000000,0.010895
0.120000,-1.920337,-0.194212,0.029844,-2.046252,0.190216,0.027763,-1.971154,-0.004063,1.239801,0.165222,1.000000,-8.465202,0.000000,0.010895
0.122000,-1.920498,-0.194558,0.030060,-2.046291,0.190145,0.027993,-1.970980,-0.004374,1.240066,0.172045,1.000000,-8.563575,0.000000,0.011126
0.122000,-1.920498,-0.194558,0.030060,-2.046291,0.190145,0.027993,-1.970980,-0.004374,1.240066,0.172045,1.000000,-8.563575,0.000000,0.011126
0.124000,-1.920653,-0.194889,0.030275,-2.046334,0.190085,0.028219,-1.970811,-0.004692,1.240319,0.179029,1.000000,-8.654864,0.000000,0.011345
0.126000,-1.920792,-0.195212,0.030490,-2.046380,0.190033,0.028443,-1.970646,-0.005019,1.240561,0.186259,1.000000,-8.740925,0.000000,0.011550
0.126000,-1.920792,-0.195212,0.030490,-2.046380,0.190033,0.028443,-1.970646,-0.005019,1.240561,0.186259,1.000000,-8.740925,0.000000,0.011550
0.126000,-1.920792,-0.195212,0.030490,-2.046380,0.190033,0.028443,-1.970646,-0.005019,1.240561,0.186259,1.000000,-8.740925,0.000000,0.011550
0.128000,-1.920910,-0.195528,0.030710,-2.046431,0.189990,0.028665,-1.970483,-0.005355,1.240792,0.193888,1.000000,-8.824770,0.000000,0.011739
0.130000,-1.920996,-0.195839,0.030936,-2.046490,0.189919,0.028862,-1.970321,-0.005696,1.241002,0.200005,1.000000,-8.914233,0.000000,0.011917
0.130000,-1.920996,-0.195839,0.030936,-2.046490,0.189919,0.028862,-1.970321,-0.005696,1.241002,0.200005,1.000000,-8.914233,0.000000,0.011917
0.132000,-1.921043,-0.196144,0.031172,-2.046554,0.189806,0.029036,-1.970159,-0.006042,1.241193,0.206363,1.000000,-9.010880,0.000000,0.012083
0.132000,-1.921043,-0.196144,0.031172,-2.046554,0.189806,0.029036,-1.970159,-0.006042,1.241193,0.206363,1.000000,-9.010880,0.000000,0.012083
0.134000,-1.921046,-0.196385,0.031424,-2.046624,0.189648,0.029184,-1.969997,-0.006390,1.241363,0.212217,1.000000,-9.115461,0.000000,0.012225
0.134000,-1.921046,-0.196385,0.031424,-2.046624,0.189648,0.029184,-1.969997,-0.006390,1.241363,0.212217,1.000000,-9.115461,0.000000,0.012225
0.136000,-1.921004,-0.196556,0.031702,-2.046696,0.189505,0.029343,-1.969834,-0.006746,1.241528,0.221658,1.000000,-9.219703,0.000000,0.012331
0.138000,-1.920951,-0.196706,0.032001,-2.046769,0.189370,0.029513,-1.969668,-0.007109,1.241690,0.230278,1.000000,-9.323907,0.000000,0.012427
0.138000,-1.920951,-0.196706,0.032001,-2.046769,0.189370,0.029513,-1.969668,-0.007109,1.241690,0.230278,1.000000,-9.323907,0.000000,0.012427
0.140000,-1.920878,-0.196840,0.032315,-2.046850,0.189189,0.029659,-1.969498,-0.007470,1.241834,0.236121,1.000000,-9.437562,0.000000,0.012526
0.140000,-1.920878,-0.196840,0.032315,-2.046850,0.189189,0.029659,-1.969498,-0.007470,1.241834,0.236121,1.000000,-9.437562,0.000000,0.012526
0.142000,-1.920775,-0.196956,0.032653,-2.046932,0.189024,0.029816,-1.969323,-0.007838,1.241975,0.245374,1.000000,-9.551417,0.000000,0.012608
0.142000,-1.920775,-0.196956,0.032653,-2.046932,0.189024,0.029816,-1.969323,-0.007838,1.241975,0.245374,1.000000,-9.551417,0.000000,0.012608
0.144000,-1.920637,-0.197057,0.033015,-2.047014,0.188869,0.029982,-1.969142,-0.008211,1.242111,0.254571,1.000000,-9.666500,0.000000,0.012673
0.144000,-1.920637,-0.197057,0.033015,-2.047014,0.188869,0.029982,-1.969142,-0.008211,1.242111,0.254571,1.000000,-9.666500,0.000000,0.012673
0.146000,-1.920429,-0.197169,0.033403,-2.047089,0.188720,0.030129,-1.968957,-0.008582,1.242227,0.260771,1.000000,-9.790275,0.000000,0.012705
0.148000,-1.920115,-0.197217,0.033823,-2.047153,0.188584,0.030254,-1.968768,-0.008954,1.242321,0.268170,1.000000,-9.924339,0.000000,0.012670
0.148000,-1.920115,-0.197217,0.033823,-2.047153,0.188584,0.030254,-1.968768,-0.008954,1.242321,0.268170,1.000000,-9.924339,0.000000,0.012670
0.150000,-1.919693,-0.197206,0.034270,-2.047207,0.188465,0.030359,-1.968576,-0.009327,1.242393,0.275538,1.000000,-10.066801,0.000000,0.012567
0.150000,-1.919693,-0.197206,0.034270,-2.047207,0.188465,0.030359,-1.968576,-0.009327,1.242393,0.275538,1.000000,-10.066801,0.000000,0.012567
0.152000,-1.919157,-0.197147,0.034741,-2.047251,0.188358,0.030443,-1.968379,-0.009701,1.242442,0.282766,1.000000,-10.214822,0.000000,0.012396
0.152000,-1.919157,-0.197147,0.034741,-2.047251,0.188358,0.030443,-1.968379,-0.009701,1.242442,0.282766,1.000000,-10.214822,0.000000,0.012396
0.154000,-1.918502,-0.197050,0.035230,-2.047289,0.188257,0.030509,-1.968177,-0.010078,1.242471,0.289816,1.000000,-10.365909,0.000000,0.012158
0.154000,-1.918502,-0.197050,0.035230,-2.047289,0.188257,0.030509,-1.968177,-0.010078,1.242471,0.289816,1.000000,-10.365909,0.000000,0.012158
0.156000,-1.917726,-0.196924,0.035735,-2.047323,0.188167,0.030555,-1.967970,-0.010457,1.242478,0.296715,1.000000,-10.518255,0.000000,0.011855
0.158000,-1.916828,-0.196791,0.036250,-2.047366,0.188066,0.030585,-1.967756,-0.010839,1.242466,0.302683,1.000000,-10.671472,0.000000,0.011501
0.158000,-1.916828,-0.196791,0.036250,-2.047366,0.188066,0.030585,-1.967756,-0.010839,1.242466,0.302683,1.000000,-10.671472,0.000000,0.011501
0.160000,-1.915810,-0.196658,0.036773,-2.047417,0.187952,0.030598,-1.967535,-0.011224,1.242434,0.308428,1.000000,-10.824084,0.000000,0.011096
0.162000,-1.914675,-0.196531,0.037300,-2.047476,0.187823,0.030593,-1.967306,-0.011611,1.242383,0.313960,1.000000,-10.975024,0.000000,0.010645
0.162000,-1.914675,-0.196531,0.037300,-2.047476,0.187823,0.030593,-1.967306,-0.011611,1.242383,0.313960,1.000000,-10.975024,0.000000,0.010645
0.164000,-1.913441,-0.196415,0.037834,-2.047534,0.187705,0.030600,-1.967069,-0.012009,1.242327,0.321631,1.000000,-11.116473,0.000000,0.010146
0.164000,-1.913441,-0.196415,0.037834,-2.047534,0.187705,0.030600,-1.967069,-0.012009,1.242327,0.321631,1.000000,-11.116473,0.000000,0.010146
0.166000,-1.912117,-0.196316,0.038371,-2.047593,0.187593,0.030617,-1.966823,-0.012416,1.242266,0.329028,1.000000,-11.248279,0.000000,0.009608
0.166000,-1.912117,-0.196316,0.038371,-2.047593,0.187593,0.030617,-1.966823,-0.012416,1.242266,0.329028,1.000000,-11.248279,0.000000,0.009608
0.168000,-1.910714,-0.196233,0.038907,-2.047656,0.187485,0.030643,-1.966570,-0.012834,1.242200,0.336186,1.000000,-11.370281,0.000000,0.009038
0.170000,-1.909241,-0.196169,0.039442,-2.047725,0.187377,0.030677,-1.966307,-0.013263,1.242130,0.343148,1.000000,-11.482454,0.000000,0.008441
0.170000,-1.909241,-0.196169,0.039442,-2.047725,0.187377,0.030677,-1.966307,-0.013263,1.242130,0.343148,1.000000,-11.482454,0.000000,0.008441
0.172000,-1.907698,-0.196104,0.039983,-2.047808,0.187265,0.030723,-1.966034,-0.013703,1.242057,0.349823,1.000000,-11.583861,0.000000,0.007820
0.172000,-1.907698,-0.196104,0.039983,-2.047808,0.187265,0.030723,-1.966034,-0.013703,1.242057,0.349823,1.000000,-11.583861,0.000000,0.007820
0.174000,-1.906092,-0.196042,0.040531,-2.047906,0.187145,0.030777,-1.965750,-0.014155,1.241982,0.356425,1.000000,-11.674257,0.000000,0.007180
0.174000,-1.906092,-0.196042,0.040531,-2.047906,0.187145,0.030777,-1.965750,-0.014155,1.241982,0.356425,1.000000,-11.674257,0.000000,0.007180
0.176000,-1.904422,-0.195986,0.041074,-2.048033,0.186955,0.030798,-1.965456,-0.014612,1.241886,0.359556,1.000000,-11.763541,0.000000,0.006540
0.176000,-1.904422,-0.195986,0.041074,-2.048033,0.186955,0.030798,-1.965456,-0.014612,1.241886,0.359556,1.000000,-11.763541,0.000000,0.006540
0.178000,-1.902697,-0.195936,0.041611,-2.048184,0.186696,0.030786,-1.965151,-0.015072,1.241771,0.362766,1.000000,-11.850798,0.000000,0.005903
0.180000,-1.900933,-0.195896,0.042144,-2.048345,0.186447,0.030793,-1.964836,-0.015547,1.241657,0.369926,1.000000,-11.923718,0.000000,0.005253
0.180000,-1.900933,-0.195896,0.042144,-2.048345,0.186447,0.030793,-1.964836,-0.015547,1.241657,0.369926,1.000000,-11.923718,0.000000,0.005253
0.182000,-1.899140,-0.195865,0.042676,-2.048508,0.186206,0.030813,-1.964509,-0.016037,1.241542,0.378474,1.000000,-11.988274,0.000000,0.004594
0.184000,-1.897313,-0.195845,0.043200,-2.048699,0.185902,0.030802,-1.964171,-0.016535,1.241406,0.383250,1.000000,-12.055161,0.000000,0.003951
0.184000,-1.897313,-0.195845,0.043200,-2.048699,0.185902,0.030802,-1.964171,-0.016535,1.241406,0.383250,1.000000,-12.055161,0.000000,0.003951
0.186000,-1.895458,-0.195842,0.043713,-2.048913,0.185540,0.030762,-1.963820,-0.017039,1.241249,0.388036,1.000000,-12.123772,0.000000,0.003324
0.186000,-1.895458,-0.195842,0.043713,-2.048913,0.185540,0.030762,-1.963820,-0.017039,1.241249,0.388036,1.000000,-12.123772,0.000000,0.003324
0.188000,-1.893589,-0.195860,0.044222,-2.049119,0.185204,0.030739,-1.963456,-0.017561,1.241094,0.396821,1.000000,-12.181258,0.000000,0.002689
0.188000,-1.893589,-0.195860,0.044222,-2.049119,0.185204,0.030739,-1.963456,-0.017561,1.241094,0.396821,1.000000,-12.181258,0.000000,0.002689
0.190000,-1.891709,-0.195903,0.044721,-2.049318,0.184888,0.030731,-1.963081,-0.018100,1.240941,0.405061,1.000000,-12.227604,0.000000,0.002052
0.190000,-1.891709,-0.195903,0.044721,-2.049318,0.184888,0.030731,-1.963081,-0.018100,1.240941,0.405061,1.000000,-12.227604,0.000000,0.002052
0.192000,-1.889825,-0.195977,0.045209,-2.049513,0.184589,0.030733,-1.962692,-0.018655,1.240788,0.412805,1.000000,-12.262843,0.000000,0.001418
0.194000,-1.887937,-0.196097,0.045671,-2.049702,0.184309,0.030743,-1.962296,-0.019223,1.240636,0.417915,1.000000,-12.283219,0.000000,0.000787
0.194000,-1.887937,-0.196097,0.045671,-2.049702,0.184309,0.030743,-1.962296,-0.019223,1.240636,0.417915,1.000000,-12.283219,0.000000,0.000787
0.196000,-1.886046,-0.196264,0.046100,-2.049903,0.183997,0.030724,-1.961891,-0.019797,1.240469,0.419756,1.000000,-12.297151,0.000000,0.000180
0.198000,-1.884156,-0.196477,0.046496,-2.050108,0.183665,0.030674,-1.961478,-0.020376,1.240285,0.421656,1.000000,-12.304296,0.000000,0.000407
0.198000,-1.884156,-0.196477,0.046496,-2.050108,0.183665,0.030674,-1.961478,-0.020376,1.240285,0.421656,1.000000,-12.304296,0.000000,0.000407
0.200000,-1.882275,-0.196736,0.046865,-2.050290,0.183372,0.030627,-1.961056,-0.020967,1.240102,0.426375,1.000000,-12.297911,0.000000,0.000995
0.200000,-1.882275,-0.196736,0.046865,-2.050290,0.183372,0.030627,-1.961056,-0.020967,1.240102,0.426375,1.000000,-12.297911,0.000000,0.000995
0.202000,-1.880404,-0.197039,0.047210,-2.050442,0.183119,0.030582,-1.960626,-0.021572,1.239924,0.431614,1.000000,-12.280492,0.000000,0.001587
0.202000,-1.880404,-0.197039,0.047210,-2.050442,0.183119,0.030582,-1.960626,-0.021572,1.239924,0.431614,1.000000,-12.280492,0.000000,0.001587
0.204000,-1.878544,-0.197385,0.047534,-2.050572,0.182902,0.030540,-1.960188,-0.022189,1.239751,0.436677,1.000000,-12.255222,0.000000,0.002179
0.204000,-1.878544,-0.197385,0.047534,-2.050572,0.182902,0.030540,-1.960188,-0.022189,1.239751,0.436677,1.000000,-12.255222,0.000000,0.002179
0.206000,-1.876689,-0.197767,0.047855,-2.050682,0.182718,0.030498,-1.959739,-0.022821,1.239580,0.442361,1.000000,-12.228161,0.000000,0.002772
0.208000,-1.874843,-0.198186,0.048174,-2.050776,0.182563,0.030459,-1.959281,-0.023467,1.239412,0.447933,1.000000,-12.202051,0.000000,0.003363
0.208000,-1.874843,-0.198186,0.048174,-2.050776,0.182563,0.030459,-1.959281,-0.023467,1.239412,0.447933,1.000000,-12.202051,0.000000,0.003363
0.210000,-1.873008,-0.198643,0.048492,-2.050858,0.182435,0.030423,-1.958812,-0.024127,1.239247,0.453453,1.000000,-12.178932,0.000000,0.003948
0.212000,-1.871182,-0.199132,0.048812,-2.050929,0.182329,0.030390,-1.958333,-0.024801,1.239086,0.459031,1.000000,-12.160121,0.000000,0.004528
0.212000,-1.871182,-0.199132,0.048812,-2.050929,0.182329,0.030390,-1.958333,-0.024801,1.239086,0.459031,1.000000,-12.160121,0.000000,0.004528
0.214000,-1.869366,-0.199651,0.049135,-2.050991,0.182240,0.030361,-1.957844,-0.025488,1.238929,0.464622,1.000000,-12.146580,0.000000,0.005100
0.214000,-1.869366,-0.199651,0.049135,-2.050991,0.182240,0.030361,-1.957844,-0.025488,1.238929,0.464622,1.000000,-12.146580,0.000000,0.005100
0.216000,-1.867559,-0.200200,0.049462,-2.051046,0.182167,0.030336,-1.957345,-0.026189,1.238777,0.470168,1.000000,-12.138844,0.000000,0.005664
0.216000,-1.867559,-0.200200,0.049462,-2.051046,0.182167,0.030336,-1.957345,-0.026189,1.238777,0.470168,1.000000,-12.138844,0.000000,0.005664
0.218000,-1.865754,-0.200781,0.049790,-2.051094,0.182105,0.030316,-1.956835,-0.026902,1.238630,0.475548,1.000000,-12.136233,0.000000,0.006223
0.220000,-1.863953,-0.201395,0.050121,-2.051136,0.182054,0.030302,-1.956315,-0.027629,1.238489,0.480868,1.000000,-12.139430,0.000000,0.006773
0.220000,-1.863953,-0.201395,0.050121,-2.051136,0.182054,0.030302,-1.956315,-0.027629,1.238489,0.480868,1.000000,-12.139430,0.000000,0.006773
0.222000,-1.862162,-0.202043,0.050452,-2.051174,0.182012,0.030292,-1.955785,-0.028367,1.238353,0.485868,1.000000,-12.147876,0.000000,0.007311
0.222000,-1.862162,-0.202043,0.050452,-2.051174,0.182012,0.030292,-1.955785,-0.028367,1.238353,0.485868,1.000000,-12.147876,0.000000,0.007311
0.224000,-1.860394,-0.202724,0.050779,-2.051209,0.181977,0.030286,-1.955245,-0.029117,1.238220,0.490315,1.000000,-12.159872,0.000000,0.007831
0.224000,-1.860394,-0.202724,0.050779,-2.051209,0.181977,0.030286,-1.955245,-0.029117,1.238220,0.490315,1.000000,-12.159872,0.000000,0.007831
0.226000,-1.858660,-0.203435,0.051098,-2.051240,0.181948,0.030285,-1.954697,-0.029879,1.238091,0.494245,1.000000,-12.173819,0.000000,0.008327
0.226000,-1.858660,-0.203435,0.051098,-2.051240,0.181948,0.030285,-1.954697,-0.029879,1.238091,0.494245,1.000000,-12.173819,0.000000,0.008327
0.228000,-1.856969,-0.204178,0.051404,-2.051269,0.181923,0.030289,-1.954141,-0.030651,1.237964,0.497694,1.000000,-12.188222,0.000000,0.008796
0.230000,-1.855332,-0.204940,0.051691,-2.051296,0.181901,0.030296,-1.953578,-0.031432,1.237839,0.500229,1.000000,-12.201166,0.000000,0.009235
0.230000,-1.855332,-0.204940,0.051691,-2.051296,0.181901,0.030296,-1.953578,-0.031432,1.237839,0.500229,1.000000,-12.201166,0.000000,0.009235
0.232000,-1.853748,-0.205723,0.051960,-2.051320,0.181881,0.030307,-1.953009,-0.032223,1.237716,0.502625,1.000000,-12.212133,0.000000,0.009642
0.234000,-1.852226,-0.206530,0.052204,-2.051344,0.181862,0.030321,-1.952433,-0.033023,1.237594,0.504688,1.000000,-12.219979,0.000000,0.010015
0.234000,-1.852226,-0.206530,0.052204,-2.051344,0.181862,0.030321,-1.952433,-0.033023,1.237594,0.504688,1.000000,-12.219979,0.000000,0.010015
0.236000,-1.850778,-0.207365,0.052420,-2.051365,0.181845,0.030338,-1.951851,-0.033832,1.237471,0.506222,1.000000,-12.222962,0.000000,0.010346
0.236000,-1.850778,-0.207365,0.052420,-2.051365,0.181845,0.030338,-1.951851,-0.033832,1.237471,0.506222,1.000000,-12.222962,0.000000,0.010346
0.238000,-1.849413,-0.208228,0.052600,-2.051386,0.181829,0.030359,-1.951264,-0.034648,1.237346,0.507293,1.000000,-12.219680,0.000000,0.010630
0.238000,-1.849413,-0.208228,0.052600,-2.051386,0.181829,0.030359,-1.951264,-0.034648,1.237346,0.507293,1.000000,-12.219680,0.000000,0.010630
0.240000,-1.848137,-0.209121,0.052741,-2.051406,0.181815,0.030381,-1.950673,-0.035472,1.237220,0.507951,1.000000,-12.208872,0.000000,0.010865
0.240000,-1.848137,-0.209121,0.052741,-2.051406,0.181815,0.030381,-1.950673,-0.035472,1.237220,0.507951,1.000000,-12.208872,0.000000,0.010865
0.242000,-1.846953,-0.210037,0.052841,-2.051426,0.181801,0.030405,-1.950079,-0.036303,1.237090,0.507956,1.000000,-12.189858,0.000000,0.011052
0.244000,-1.845862,-0.210979,0.052901,-2.051445,0.181789,0.030430,-1.949481,-0.037141,1.236957,0.507866,1.000000,-12.162379,0.000000,0.011189
0.244000,-1.845862,-0.210979,0.052901,-2.051445,0.181789,0.030430,-1.949481,-0.037141,1.236957,0.507866,1.000000,-12.162379,0.000000,0.011189
0.246000,-1.844866,-0.211946,0.052916,-2.051464,0.181778,0.030456,-1.948881,-0.037985,1.236820,0.507598,1.000000,-12.125852,0.000000,0.011275
0.246000,-1.844866,-0.211946,0.052916,-2.051464,0.181778,0.030456,-1.948881,-0.037985,1.236820,0.507598,1.000000,-12.125852,0.000000,0.011275
0.248000,-1.843965,-0.212939,0.052886,-2.051483,0.181769,0.030481,-1.948278,-0.038837,1.236679,0.507094,1.000000,-12.079351,0.000000,0.011310
0.248000,-1.843965,-0.212939,0.052886,-2.051483,0.181769,0.030481,-1.948278,-0.038837,1.236679,0.507094,1.000000,-12.079351,0.000000,0.011310
0.250000,-1.843160,-0.213959,0.052809,-2.051502,0.181760,0.030505,-1.947673,-0.039694,1.236534,0.506429,1.000000,-12.022137,0.000000,0.011295
0.252000,-1.842450,-0.215003,0.052683,-2.051522,0.181751,0.030527,-1.947067,-0.040558,1.236386,0.505744,1.000000,-11.953670,0.000000,0.011228
0.252000,-1.842450,-0.215003,0.052683,-2.051522,0.181751,0.030527,-1.947067,-0.040558,1.236386,0.505744,1.000000,-11.953670,0.000000,0.011228
0.254000,-1.841828,-0.216077,0.052512,-2.051541,0.181744,0.030549,-1.946460,-0.041428,1.236233,0.504745,1.000000,-11.873816,0.000000,0.011115
0.256000,-1.841290,-0.217180,0.052293,-2.051562,0.181738,0.030569,-1.945852,-0.042304,1.236076,0.503822,1.000000,-11.782658,0.000000,0.010955
0.256000,-1.841290,-0.217180,0.052293,-2.051562,0.181738,0.030569,-1.945852,-0.042304,1.236076,0.503822,1.000000,-11.782658,0.000000,0.010955
0.258000,-1.840832,-0.218310,0.052031,-2.051583,0.181733,0.030587,-1.945245,-0.043186,1.235915,0.503015,1.000000,-11.680814,0.000000,0.010753
0.258000,-1.840832,-0.218310,0.052031,-2.051583,0.181733,0.030587,-1.945245,-0.043186,1.235915,0.503015,1.000000,-11.680814,0.000000,0.010753
0.260000,-1.840445,-0.219466,0.051728,-2.051604,0.181729,0.030604,-1.944637,-0.044074,1.235750,0.502338,1.000000,-11.569344,0.000000,0.010512
0.260000,-1.840445,-0.219466,0.051728,-2.051604,0.181729,0.030604,-1.944637,-0.044074,1.235750,0.502338,1.000000,-11.569344,0.000000,0.010512
